parcel_id,address,price,sqft,metro_dist,grocery,kid_friendly,status,zipcode
38020303100,"1359 ARLINGTON AV
",1000,3493,0.8216461964663928,N,N,Built,
38020402400,"1375 SEMPLE AV
",1000,5782,0.7491233318564573,N,N,Built,
38030301000,"1428 SEMPLE AV
",1000,5880,0.6964314225126095,N,N,Built,
38030301800,"1441 ARLINGTON AV
",1000,3007,0.7012825517130866,N,N,Built,
38030302610,"1419 ARLINGTON AV
",1000,6366,0.7303620800668156,N,N,Built,
38040002200,"1469 ARLINGTON AV
",1000,6256,0.6604157756161387,N,N,Built,
38040002300,"1465 ARLINGTON AV
",1000,3128,0.6653916634363832,N,N,Built,
38040002800,"1458 STEWART PL
",1000,7756,0.6529659512165008,N,N,Built,
60980003200,"5845 TERRY AV
",1000,5816,0.8713334193916883,Y,N,Built,
53930001400,"5119 ROBIN AV
",1000,4550,1.3376593141949822,N,N,Built,
52010000600,"5746 MAFFITT AV
",1000,2691,0.9662505737405253,Y,N,Built,
52440000100,"2850 GOODFELLOW BLVD
",1000,14617,0.8971170748754556,Y,N,Built,
38060800100,"1400 GRANVILLE PL
",1000,2988,0.6334826198371198,N,N,Built,
50870002200,"5060 UNION BLVD
",1000,4301,1.400619094467557,N,N,Built,
45030500100,"5262 MAFFITT AV
",1000,3921,0.8490885619244293,N,N,Built,
24390601400,"1407 PENROSE ST
",1000,3430,1.8894425389714766,N,N,Built,
26020003600,"2817 GASCONADE ST
",1500,6583,2.387666264594226,N,N,Built,
37650500600,"844 N KINGSHIGHWAY BLVD
",1000,3749,0.6990946897731846,Y,N,Built,
38070802200,"1383 BELT AV
",1000,2898,0.6913906375218898,N,N,Built,
38070802300,"1381 BELT AV
",1000,2916,0.6947390811119614,N,N,Built,
38070802400,"1379 BELT AV
",1000,2830,0.6980294893938245,N,N,Built,
38070802500,"1375 BELT AV
",1000,2973,0.7013640985842258,N,N,Built,
38071000900,"1382 MONTCLAIR AV
",1000,3978,0.5744437644606701,N,N,Built,
38071002900,"1357 BURD AV
",1000,4276,0.6311954476561884,N,N,Built,
38080402200,"1315 MONTCLAIR AV
",1000,3956,0.6359050924484082,N,N,Built,
38090301600,"5537 ETZEL AV
",1000,2283,0.7637074871638749,N,N,Built,
38090301700,"5543 ETZEL AV
",1000,2156,0.7581372043482504,N,N,Built,
38120002300,"5610 BARTMER AV
",1000,7700,0.6922804868818814,N,N,Built,
38160701200,"1338 BLACKSTONE AV
",1000,3763,0.48520877172008003,N,N,Built,
38160701300,"1342 BLACKSTONE AV
",1000,4381,0.48053571891644714,N,N,Built,
38160701400,"1344 BLACKSTONE AV
",1000,3156,0.4757482556240985,N,N,Built,
38160801600,"1339 CLARA AV
",1000,2948,0.5541785819643938,N,N,Built,
38161000301,"1320 SHAWMUT PL
",1000,3438,0.4617969549441614,N,N,Built,
38161002400,"1315 BLACKSTONE AV
",1000,3525,0.4903555143803571,N,N,Built,
